AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,SPY,SPY,SPY,SPY,SPY,SPY
Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.27732849121094,162234000,325.05999755859375,327.8500061035156,323.6000061035156,326.8900146484375,306.0044860839844,63834000
81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.8949203491211,216229200,328.3800048828125,328.6300048828125,326.3999938964844,326.6199951171875,305.7517395019531,53888900
80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.78060150146484,126743200,324.3599853515625,327.9100036621094,323.5400085449219,327.67999267578125,306.7440490722656,75491800
80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.2875747680664,199588400,327.0,327.1700134277344,320.7300109863281,321.7300109863281,301.1741943359375,113845600
76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.0807876586914,173788400,323.3500061035156,326.1600036621094,323.2200012207031,324.1199951171875,303.4114685058594,69083000
78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.55950164794922,136616400,328.07000732421875,330.010009765625,327.7200012207031,329.05999755859375,308.0357971191406,62573200
80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.19194793701172,118826800,332.2699890136719,333.0899963378906,330.6700134277344,332.8599853515625,311.5929870605469,65951100
80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.10655975341797,105425600,333.9100036621094,334.19000244140625,332.79998779296875,333.9800109863281,312.6415100097656,50359700
80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.03128814697266,117684000,332.82000732421875,333.989990234375,331.6000061035156,332.20001220703125,310.97528076171875,64139400
78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.40189361572266,109348800,331.2300109863281,334.75,331.19000244140625,334.67999267578125,313.2967224121094,42070000
80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.92888641357422,94323200,336.1600036621094,337.0199890136719,334.67999267578125,335.260009765625,313.8396911621094,54864500
80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.7795181274414,113730400,336.8299865722656,337.6499938964844,336.42999267578125,337.4200134277344,315.8617248535156,43992700
81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.21141052246094,94747600,335.8599853515625,338.1199951171875,335.55999755859375,337.05999755859375,315.524658203125,54501900
81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.23089599609375,80113600,337.510009765625,337.7300109863281,336.20001220703125,337.6000061035156,316.0301513671875,64582200
78.83999633789062,79.9375,78.65249633789062,79.75,77.78014373779297,152531200,336.510009765625,337.6700134277344,335.2099914550781,336.7300109863281,315.2157897949219,57226200
80.0,81.14250183105469,80.0,80.90499877929688,78.90660858154297,93984000,337.7900085449219,339.0799865722656,337.4800109863281,338.3399963378906,316.722900390625,48814700
80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.09710693359375,100566000,337.739990234375,338.6400146484375,333.67999267578125,336.95001220703125,315.4216613769531,74163400
79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.32939910888672,129554000,335.4700012207031,335.80999755859375,332.5799865722656,333.4800109863281,312.1734313964844,113788200
74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.70370483398438,222195200,323.1400146484375,333.55999755859375,321.239990234375,322.4200134277344,301.820068359375,161088400
75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.24108123779297,230673600,323.94000244140625,324.6099853515625,311.69000244140625,312.6499938964844,292.6742858886719,218913200
71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.35536193847656,198054800,314.17999267578125,318.1099853515625,310.70001220703125,311.5,291.5977783203125,194773800
70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.69098663330078,320605600,305.4599914550781,311.55999755859375,297.510009765625,297.510009765625,278.50164794921875,284353500
64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.65196990966797,426510000,288.70001220703125,297.8900146484375,285.5400085449219,296.260009765625,277.33154296875,384975800
70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.85733032226562,341397200,298.2099914550781,309.1600036621094,294.4599914550781,309.0899963378906,289.3417663574219,238703600
75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.54341888427734,319475600,309.5,313.8399963378906,297.57000732421875,300.239990234375,281.0572204589844,300139100
74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.81555938720703,219178400,306.1199951171875,313.1000061035156,303.3299865722656,312.8599853515625,292.8709411621094,176613400
73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.42121124267578,187572800,304.9800109863281,308.4700012207031,300.010009765625,302.4599914550781,283.1353454589844,186366800
70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.47271728515625,226176800,293.1499938964844,298.7799987792969,290.2300109863281,297.4599914550781,278.45477294921875,228667200
65.9375,69.52249908447266,65.75,66.5425033569336,64.89888000488281,286744800,275.29998779296875,284.19000244140625,273.45001220703125,274.2300109863281,256.708984375,309417300
69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.57300567626953,285290000,284.6400146484375,288.5199890136719,273.5,288.4200134277344,269.9924011230469,276444100
69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.15669250488281,255598800,280.70001220703125,281.94000244140625,270.8800048828125,274.3599853515625,256.8307189941406,255316300
63.98500061035156,67.5,62.0,62.057498931884766,60.524658203125,418474000,256.0,266.6600036621094,247.67999267578125,248.11000061035156,232.25787353515625,392220700
66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.77600860595703,370732000,263.0899963378906,271.4800109863281,248.52000427246094,269.32000732421875,252.1127166748047,329566100
60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.05683517456055,322423600,241.17999267578125,256.8999938964844,237.36000061035156,239.85000610351562,224.5255889892578,297240000
61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.653560638427734,324056000,245.0399932861328,256.1700134277344,237.07000732421875,252.8000030517578,236.64820861816406,262070500
59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.14429473876953,300233600,236.25,248.3699951171875,228.02000427246094,240.0,224.66603088378906,327597100
61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.6834602355957,271857200,239.25,247.3800048828125,232.22000122070312,240.50999450683594,225.1434326171875,289322000
61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.8944206237793,401693200,242.52999877929688,244.47000122070312,228.5,228.8000030517578,215.44105529785156,347158800
57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.706993103027344,336752800,228.19000244140625,229.67999267578125,218.25999450683594,222.9499969482422,209.93260192871094,326025200
59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.195491790771484,287531200,234.4199981689453,244.10000610351562,233.8000030517578,243.14999389648438,228.95318603515625,235494500
62.6875,64.5625,61.07500076293945,61.380001068115234,59.863895416259766,303602000,244.8699951171875,256.3500061035156,239.75,246.7899932861328,232.38064575195312,299430300
61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.014102935791016,252087200,249.52000427246094,262.79998779296875,249.0500030517578,261.20001220703125,245.9492950439453,257632800
63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.405181884765625,204216800,253.27000427246094,260.80999755859375,251.0500030517578,253.4199981689453,238.62356567382812,224341200
62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.1290283203125,167976400,255.6999969482422,262.42999267578125,253.52999877929688,261.6499938964844,246.3730010986328,171369500
63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.00223159790039,197002000,260.55999755859375,263.3299865722656,256.2200012207031,257.75,242.7007293701172,194881100
61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.73986053466797,176218400,247.97999572753906,257.6600036621094,243.89999389648438,246.14999389648438,231.77801513671875,189554600
60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.72003936767578,165934000,245.19000244140625,252.67999267578125,244.58999633789062,251.8300018310547,237.1263885498047,177660400
60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.86177444458008,129880000,250.75999450683594,253.32000732421875,245.22000122070312,248.19000244140625,233.69891357421875,135561200
62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.996734619140625,201820400,257.8399963378906,267.0,248.1699981689453,264.8599853515625,249.3955841064453,188061200
67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.2555046081543,202887200,274.2099914550781,275.0299987792969,264.8900146484375,265.1300048828125,249.6498260498047,201427200
65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.87448120117188,168895200,267.9599914550781,276.0,265.25,274.0299987792969,258.0302429199219,153774500
67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.34264373779297,161834800,277.5799865722656,281.20001220703125,275.4700012207031,278.20001220703125,261.9566955566406,189999200
67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.62516021728516,131022800,277.1400146484375,277.510009765625,271.4100036621094,275.6600036621094,259.5650329589844,114839100
70.0,72.0625,69.51249694824219,71.76249694824219,69.98993682861328,194994800,280.9800109863281,284.8999938964844,275.510009765625,283.7900085449219,267.2203063964844,134143400
70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.35112762451172,131154400,277.57000732421875,283.94000244140625,275.4599914550781,277.760009765625,261.54241943359375,121775000
71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.90216827392578,157125200,279.1499938964844,280.0299987792969,275.760009765625,279.1000061035156,262.80419921875,131798300
71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.95367431640625,215250000,285.3800048828125,287.29998779296875,282.3999938964844,286.6400146484375,269.9040222167969,146684800
69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.52243041992188,130015200,282.6099853515625,286.7900085449219,281.3500061035156,281.5899963378906,265.14886474609375,100109300
69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.435302734375,180991600,276.7300109863281,278.0400085449219,272.0199890136719,273.0400085449219,257.0980224609375,126385700
68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.320068359375,116862400,278.3500061035156,281.0,276.9100036621094,279.1000061035156,262.80419921875,92951600
68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.05917358398438,124814400,280.489990234375,283.94000244140625,278.75,279.0799865722656,262.7853698730469,104709700
69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.99515533447266,126161200,280.7300109863281,283.70001220703125,278.5,282.9700012207031,266.4482727050781,85063200
70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.0439224243164,117087600,285.1199951171875,288.2699890136719,284.6199951171875,287.04998779296875,270.2899475097656,77896600
71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.92475128173828,112004800,291.0199890136719,291.3999938964844,285.3999938964844,285.7300109863281,269.04705810546875,105270000
71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.15574645996094,137280800,291.5299987792969,294.8800048828125,290.4100036621094,293.2099914550781,276.0903015136719,118745600
72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.6357650756836,183064000,291.7099914550781,293.32000732421875,288.5899963378906,290.4800109863281,273.5197448730469,122901700
71.5625,74.75,71.4625015258789,72.26750183105469,70.48246765136719,240616800,285.30999755859375,290.6600036621094,281.5199890136719,282.7900085449219,266.2787780761719,125180000
72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.47970581054688,133568000,280.739990234375,283.8999938964844,279.1300048828125,283.57000732421875,267.0132751464844,80873200
73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.55252838134766,147751200,286.6400146484375,289.25,283.7099914550781,286.19000244140625,269.480224609375,79569900
75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.30107879638672,142333600,288.0400085449219,288.4599914550781,283.7799987792969,284.25,267.6535339355469,73632600
75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.05936431884766,115215200,287.75,289.7799987792969,287.1300048828125,287.67999267578125,270.8832702636719,75250400
76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.8221435546875,133838400,291.0899963378906,292.95001220703125,289.8599853515625,292.44000244140625,275.36529541015625,76452400
77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.01521301269531,145946400,290.3399963378906,294.0,289.8800048828125,292.5,275.4217834472656,79514200
79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.13507843017578,162301200,293.7900085449219,294.239990234375,286.5199890136719,286.6700134277344,269.9322509765625,95870800
78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.21578216552734,200622400,286.05999755859375,287.19000244140625,278.9599914550781,281.6000061035156,265.15826416015625,144721100
76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.67786407470703,158929200,278.95001220703125,285.1099853515625,272.989990234375,284.9700012207031,268.3314514160156,121977900
75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.23046875,166348400,282.3699951171875,286.3299865722656,281.3399963378906,286.2799987792969,269.5649719238281,111146300
78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.00299072265625,135178400,293.04998779296875,296.75,292.70001220703125,295.0,277.7757568359375,119703800
78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.55802154541016,101729600,294.3500061035156,296.2099914550781,291.95001220703125,291.9700012207031,274.9227294921875,95189300
79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.04694366455078,111504800,295.82000732421875,297.8699951171875,295.57000732421875,296.92999267578125,279.5931701660156,85861700
79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.46505737304688,102688800,296.7900085449219,297.6700134277344,293.69000244140625,294.8800048828125,277.662841796875,78293900
78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.96380615234375,81803200,294.57000732421875,295.6300048828125,293.2200012207031,295.44000244140625,278.1901550292969,63958200
80.875,81.05999755859375,79.125,79.18250274658203,77.43572235107422,125522000,301.92999267578125,302.19000244140625,295.4599914550781,299.0799865722656,281.6176452636719,88951400
79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.77310180664062,112945200,302.1199951171875,303.57000732421875,296.8699951171875,303.5299987792969,285.8078308105469,104817400
79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.80734252929688,133560800,304.6499938964844,306.8399963378906,302.239990234375,302.9700012207031,285.2804870605469,90405200
79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.73155212402344,153532400,302.4599914550781,304.9599914550781,299.4700012207031,304.32000732421875,286.5516662597656,119090800
79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.68748474121094,80791200,303.6199951171875,306.2099914550781,303.05999755859375,305.54998779296875,287.7098083496094,55758300
80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.0517578125,87642800,306.54998779296875,308.1300048828125,305.1000061035156,308.0799865722656,290.09210205078125,74267200
81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.4869384765625,104491200,310.239990234375,313.2200012207031,309.94000244140625,312.17999267578125,293.9527282714844,92567600
81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.8023681640625,87560400,311.1099853515625,313.0,309.0799865722656,311.3599853515625,293.1806335449219,75794400
80.8375015258789,82.9375,80.80750274658203,82.875,81.04676055908203,137250400,317.2300109863281,321.2699890136719,317.1600036621094,319.3399963378906,300.6946716308594,150524700
82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.52593994140625,95654400,320.2200012207031,323.4100036621094,319.6300048828125,323.20001220703125,304.3294372558594,73641200
83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.10039520263672,147712400,320.29998779296875,323.2799987792969,319.3599853515625,320.7900085449219,302.0600280761719,77479200
86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.26406860351562,166651600,321.4200134277344,322.3900146484375,318.2200012207031,319.0,300.37457275390625,95000800
87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.12248992919922,201662400,311.4599914550781,312.1499938964844,300.010009765625,300.6099853515625,283.0582275390625,209243600
86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.83150482177734,200146000,308.239990234375,309.0799865722656,298.6000061035156,304.2099914550781,286.4480895996094,194678900
83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.85588836669922,138808800,298.0199890136719,308.2799987792969,296.739990234375,307.04998779296875,289.1222229003906,135782700
87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,86.07823944091797,165428800,315.4800109863281,315.6400146484375,307.6700134277344,312.9599914550781,294.68719482421875,137627500
88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.95845794677734,114406400,314.07000732421875,314.3900146484375,310.8599853515625,311.6600036621094,293.463134765625,83398900
87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.9926986694336,96820400,310.010009765625,312.29998779296875,309.510009765625,311.7799987792969,293.5760498046875,80828700
88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.50128173828125,264476000,314.1700134277344,314.3800048828125,306.5299987792969,308.6400146484375,291.8983154296875,135549600
87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.7383041381836,135445200,307.989990234375,311.04998779296875,306.75,310.6199951171875,293.77093505859375,74649400
91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.61106872558594,212155600,313.489990234375,314.5,311.6099853515625,312.04998779296875,295.12335205078125,68471200
91.25,92.19750213623047,89.62999725341797,90.01499938964844,88.02925109863281,192623200,309.8399963378906,310.510009765625,302.1000061035156,304.0899963378906,287.5951232910156,132813500
90.17500305175781,91.25,89.39250183105469,91.20999908447266,89.19788360595703,137522400,303.4700012207031,307.6400146484375,301.2799987792969,307.3500061035156,290.6783142089844,89468000
91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.45720672607422,205256800,306.1600036621094,306.3900146484375,299.4200134277344,300.04998779296875,283.7742614746094,127961000
88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.44977569580078,130646000,301.4100036621094,304.6099853515625,298.92999267578125,304.4599914550781,287.945068359375,79773300
90.0199966430664,91.49500274658203,90.0,91.19999694824219,89.1881103515625,140223200,303.989990234375,310.20001220703125,303.82000732421875,308.3599853515625,291.6335144042969,113394800
91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,89.0194091796875,110737200,309.57000732421875,311.8900146484375,309.07000732421875,310.5199890136719,293.67633056640625,72396500
91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,89.0194091796875,114041600,314.239990234375,315.70001220703125,311.510009765625,312.2300109863281,295.2936096191406,69344200
92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.40069580078125,118655600,316.3699951171875,317.67999267578125,315.55999755859375,317.04998779296875,299.85211181640625,61713800
93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,91.1170883178711,112424400,315.3800048828125,317.5199890136719,313.3699951171875,313.7799987792969,296.7594909667969,82910000
94.18000030517578,95.375,94.08999633789062,95.34249877929688,93.23922729492188,117092000,314.6099853515625,316.29998779296875,312.70001220703125,316.17999267578125,299.02935791015625,54638600
96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,93.64018249511719,125642800,316.8399963378906,317.1000061035156,310.67999267578125,314.3800048828125,297.3269348144531,83354200
95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.80400085449219,90257200,314.30999755859375,317.8800048828125,312.760009765625,317.5899963378906,300.3628234863281,57550400
97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.37126159667969,191649200,320.1300048828125,322.7099914550781,314.1300048828125,314.8399963378906,297.761962890625,102997500
94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.91639709472656,170989200,313.29998779296875,319.760009765625,312.0,318.9200134277344,301.6207580566406,93657000
98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.56916809082031,153198000,322.4100036621094,323.0400085449219,319.2699890136719,321.8500061035156,304.3917541503906,87196500
96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.39319610595703,110577600,319.7900085449219,321.2799987792969,319.0899963378906,320.7900085449219,303.3892822265625,54622500
96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,94.20249938964844,92186800,321.8800048828125,322.57000732421875,319.739990234375,321.7200012207031,304.26885986328125,62774900
96.4175033569336,98.5,96.0625,98.35749816894531,96.18770599365234,90318000,321.42999267578125,325.1300048828125,320.6199951171875,324.32000732421875,306.7278137207031,56308800
99.17250061035156,99.25,96.74250030517578,97.0,94.86016082763672,103433200,326.45001220703125,326.92999267578125,323.94000244140625,325.010009765625,307.3804016113281,57292200
96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,95.12664031982422,89001600,324.6199951171875,327.20001220703125,324.5,326.8599853515625,309.1299743652344,57792900
96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.79682159423828,197004400,326.4700012207031,327.2300109863281,321.4800109863281,322.9599914550781,305.44158935546875,75738000
90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.57189178466797,185438800,320.95001220703125,321.989990234375,319.25,320.8800048828125,303.4743957519531,73766600
93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.71846771240234,121214000,321.6300048828125,323.4100036621094,320.7699890136719,323.2200012207031,305.6874694824219,48293000
94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,91.19534301757812,103625600,322.42999267578125,323.6400146484375,320.8500061035156,321.1700134277344,303.7486572265625,57495000
93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.94340515136719,90329200,322.1199951171875,325.7300109863281,322.0799865722656,325.1199951171875,307.4843444824219,48454200
94.1875,96.29750061035156,93.76750183105469,96.19000244140625,94.0680160522461,158130000,321.8999938964844,324.4100036621094,319.6400146484375,323.9599914550781,306.3872985839844,61861700
102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.9158935546875,374336800,325.8999938964844,326.6300048828125,321.3299865722656,326.5199890136719,308.80853271484375,84986800
108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.53431701660156,308151200,328.32000732421875,329.6199951171875,327.7300109863281,328.7900085449219,310.955322265625,53077900
109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,107.24575805664062,173071600,327.8599853515625,330.05999755859375,327.8599853515625,330.05999755859375,312.15643310546875,41917900
109.37750244140625,110.39250183105469,108.89749908447266,110.0625,107.6344985961914,121776800,331.4700012207031,332.3900146484375,331.17999267578125,332.1099853515625,314.09515380859375,42697700
110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,111.38976287841797,202428800,331.4800109863281,334.4599914550781,331.1300048828125,334.3299865722656,316.1947937011719,43679400
113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.85726165771484,198045600,333.2799987792969,334.8800048828125,332.29998779296875,334.57000732421875,316.4217834472656,57308300
112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.43946838378906,212403600,335.05999755859375,335.7699890136719,332.9599914550781,335.57000732421875,317.3675231933594,44282100
111.97000122070312,112.48249816894531,109.10749816894531,109.375,107.15501403808594,187902400,336.8500061035156,337.5400085449219,332.010009765625,332.79998779296875,314.747802734375,69601100
110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.71623229980469,165598000,335.44000244140625,338.2799987792969,335.4100036621094,337.44000244140625,319.1361083984375,53774400
114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,112.67565155029297,210082000,336.6099853515625,338.25,335.8299865722656,336.8299865722656,318.5591735839844,41816100
114.83000183105469,115.0,113.04499816894531,114.90750122070312,112.5752182006836,165565200,336.4100036621094,337.4200134277344,335.6199951171875,336.8399963378906,318.5686340332031,47260400
116.0625,116.0875015258789,113.9625015258789,114.60749816894531,112.28131866455078,119561600,337.94000244140625,338.3399963378906,336.8500061035156,337.9100036621094,319.58062744140625,35481000
114.35250091552734,116.0,114.00749969482422,115.5625,113.21692657470703,105633600,338.3399963378906,339.1000061035156,336.6099853515625,338.6400146484375,320.27105712890625,38733900
115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,113.3589859008789,145538000,339.04998779296875,339.6099853515625,336.6199951171875,337.2300109863281,318.9375305175781,68054200
115.75,118.39250183105469,115.73249816894531,118.2750015258789,115.87438201904297,126907200,335.3599853515625,338.79998779296875,335.2200012207031,338.2799987792969,319.9305725097656,42207800
119.26249694824219,124.86750030517578,119.25,124.37000274658203,121.84567260742188,338054800,337.9200134277344,339.7200012207031,337.54998779296875,339.4800109863281,321.0654602050781,55106600
