,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
915,2023-08-22,179.2009964877625,180.8961566529816,198.89639715135186,179.2009964877625,179.2009964877625,10.680216897360095,10.680216897360095,10.680216897360095,0.04745281064837241,0.04745281064837241,0.04745281064837241,10.632764086711724,10.632764086711724,10.632764086711724,0.0,0.0,0.0,189.88121338512258
916,2023-08-23,179.31724601492832,181.46377062408115,198.60003044492385,179.31724601492832,179.31724601492832,10.853360292066043,10.853360292066043,10.853360292066043,0.13679359815377148,0.13679359815377148,0.13679359815377148,10.71656669391227,10.71656669391227,10.71656669391227,0.0,0.0,0.0,190.17060630699436
917,2023-08-24,179.43349554209408,181.26496239721922,198.79328090381713,179.43349554209408,179.43349554209408,10.71957264699644,10.71957264699644,10.71957264699644,-0.04858554653268349,-0.04858554653268349,-0.04858554653268349,10.768158193529123,10.768158193529123,10.768158193529123,0.0,0.0,0.0,190.1530681890905
918,2023-08-25,179.5497450692599,181.64951841640516,198.73652876971627,179.5497450692599,179.5497450692599,10.664591216812138,10.664591216812138,10.664591216812138,-0.11885928618609191,-0.11885928618609191,-0.11885928618609191,10.78345050299823,10.78345050299823,10.78345050299823,0.0,0.0,0.0,190.21433628607204
919,2023-08-28,179.89849365075727,181.76033967846865,199.5322638066724,179.89849365075727,179.89849365075727,10.760638477127255,10.760638477127255,10.760638477127255,0.1846593781268116,0.1846593781268116,0.1846593781268116,10.575979099000444,10.575979099000444,10.575979099000444,0.0,0.0,0.0,190.65913212788453
920,2023-08-29,180.01474317792307,181.4079846685919,199.9187353782209,180.01474317792307,180.01474317792307,10.460293340663704,10.460293340663704,10.460293340663704,0.04745281064822544,0.04745281064822544,0.04745281064822544,10.412840530015478,10.412840530015478,10.412840530015478,0.0,0.0,0.0,190.47503651858676
921,2023-08-30,180.13099270508886,181.7923939935763,198.74164788312964,180.13099270508886,180.13099270508886,10.336137760092802,10.336137760092802,10.336137760092802,0.13679359815362324,0.13679359815362324,0.13679359815362324,10.19934416193918,10.19934416193918,10.19934416193918,0.0,0.0,0.0,190.46713046518167
922,2023-08-31,180.24724223225465,181.17816826020686,198.72753897512038,180.24724223225465,180.24724223225465,9.885842336424284,9.885842336424284,9.885842336424284,-0.04858554653278899,-0.04858554653278899,-0.04858554653278899,9.934427882957072,9.934427882957072,9.934427882957072,0.0,0.0,0.0,190.13308456867892
923,2023-09-01,180.36349175942044,180.8467544892643,198.27606486388737,180.36349175942044,180.36349175942044,9.498868459855366,9.498868459855366,9.498868459855366,-0.11885928618567625,-0.11885928618567625,-0.11885928618567625,9.61772774604104,9.61772774604104,9.61772774604104,0.0,0.0,0.0,189.8623602192758
924,2023-09-05,180.82848986808364,180.35460973799448,198.07441497183405,180.82848986808364,180.82848986808364,7.898805364547978,7.898805364547978,7.898805364547978,0.04745281064851665,0.04745281064851665,0.04745281064851665,7.85135255389946,7.85135255389946,7.85135255389946,0.0,0.0,0.0,188.7272952326316
925,2023-09-06,180.94473939524943,179.07137901250456,196.6439096707765,180.94473939524943,180.94473939524943,7.432604359037498,7.432604359037498,7.432604359037498,0.136793598153475,0.136793598153475,0.136793598153475,7.295810760884023,7.295810760884023,7.295810760884023,0.0,0.0,0.0,188.37734375428693
926,2023-09-07,181.06098892241522,179.23241053692465,197.06343738740384,181.06098892241522,181.06098892241522,6.652916259881531,6.652916259881531,6.652916259881531,-0.04858554653216545,-0.04858554653216545,-0.04858554653216545,6.701501806413695,6.701501806413695,6.701501806413695,0.0,0.0,0.0,187.71390518229674
927,2023-09-08,181.177238449581,178.7285903336419,195.67740335066154,181.177238449581,181.177238449581,5.954073461453985,5.954073461453985,5.954073461453985,-0.1188592861852606,-0.1188592861852606,-0.1188592861852606,6.072932747639246,6.072932747639246,6.072932747639246,0.0,0.0,0.0,187.131311911035
928,2023-09-11,181.52598703107842,177.08055668152832,194.20844178397735,181.52598703107842,181.52598703107842,4.218907401108431,4.218907401108431,4.218907401108431,0.18465937812651945,0.18465937812651945,0.18465937812651945,4.03424802298191,4.03424802298191,4.03424802298191,0.0,0.0,0.0,185.74489443218684
929,2023-09-12,181.6422365582442,176.36273622655932,193.74519346008717,181.6422365582442,181.6422365582442,3.3705935652634387,3.3705935652634387,3.3705935652634387,0.0474528106483697,0.0474528106483697,0.0474528106483697,3.323140754615069,3.323140754615069,3.323140754615069,0.0,0.0,0.0,185.01283012350765
930,2023-09-13,181.75848608541,176.090936188027,193.24097760056907,181.75848608541,181.75848608541,2.743407044869832,2.743407044869832,2.743407044869832,0.13679359815332678,0.13679359815332678,0.13679359815332678,2.606613446716505,2.606613446716505,2.606613446716505,0.0,0.0,0.0,184.50189313027983
931,2023-09-14,181.87473561257576,175.1139577049566,192.3322748359579,181.87473561257576,181.87473561257576,1.8424556529856007,1.8424556529856007,1.8424556529856007,-0.04858554653267822,-0.04858554653267822,-0.04858554653267822,1.891041199518279,1.891041199518279,1.891041199518279,0.0,0.0,0.0,183.71719126556135
932,2023-09-15,181.99098513974158,174.7940935197912,191.98666208360257,181.99098513974158,181.99098513974158,1.0638999666745874,1.0638999666745874,1.0638999666745874,-0.118859286185462,-0.118859286185462,-0.118859286185462,1.1827592528600495,1.1827592528600495,1.1827592528600495,0.0,0.0,0.0,183.05488510641618
933,2023-09-18,182.33973372123896,172.90573294812688,190.02516153236928,182.33973372123896,182.33973372123896,-0.6531589890255218,-0.6531589890255218,-0.6531589890255218,0.18465937812672065,0.18465937812672065,0.18465937812672065,-0.8378183671522426,-0.8378183671522426,-0.8378183671522426,0.0,0.0,0.0,181.68657473221344
934,2023-09-19,182.45598324840478,172.43881404940288,190.13355140466572,182.45598324840478,182.45598324840478,-1.410611976800449,-1.410611976800449,-1.410611976800449,0.04745281064855211,0.04745281064855211,0.04745281064855211,-1.458064787449001,-1.458064787449001,-1.458064787449001,0.0,0.0,0.0,181.04537127160432
935,2023-09-20,182.57223277557054,171.88873795180166,189.12706820879293,182.57223277557054,182.57223277557054,-1.9067684902473583,-1.9067684902473583,-1.9067684902473583,0.13679359815358522,0.13679359815358522,0.13679359815358522,-2.0435620884009436,-2.0435620884009436,-2.0435620884009436,0.0,0.0,0.0,180.6654642853232
936,2023-09-21,182.68848230273636,171.38971289217116,188.7557021489831,182.68848230273636,182.68848230273636,-2.638893030079082,-2.638893030079082,-2.638893030079082,-0.04858554653262283,-0.04858554653262283,-0.04858554653262283,-2.590307483546459,-2.590307483546459,-2.590307483546459,0.0,0.0,0.0,180.04958927265727
937,2023-09-22,182.80473182990212,170.75432986518805,188.4695955705982,182.80473182990212,182.80473182990212,-3.2138266625176866,-3.2138266625176866,-3.2138266625176866,-0.11885928618532778,-0.11885928618532778,-0.11885928618532778,-3.094967376332359,-3.094967376332359,-3.094967376332359,0.0,0.0,0.0,179.59090516738445
938,2023-09-25,183.15348041139953,169.92740328660264,188.11025308454907,183.15348041139953,183.15348041139953,-4.149427013319299,-4.149427013319299,-4.149427013319299,0.18465937812670194,0.18465937812670194,0.18465937812670194,-4.334086391446,-4.334086391446,-4.334086391446,0.0,0.0,0.0,179.00405339808023
939,2023-09-26,183.2697299385653,169.62665671832102,187.6618268526581,183.2697299385653,183.2697299385653,-4.604446414097909,-4.604446414097909,-4.604446414097909,0.047452810648405175,0.047452810648405175,0.047452810648405175,-4.651899224746314,-4.651899224746314,-4.651899224746314,0.0,0.0,0.0,178.66528352446738
940,2023-09-27,183.3859794657311,169.6352426970651,187.38731827235628,183.3859794657311,183.3859794657311,-4.785441230875821,-4.785441230875821,-4.785441230875821,0.1367935981537435,0.1367935981537435,0.1367935981537435,-4.922234829029565,-4.922234829029565,-4.922234829029565,0.0,0.0,0.0,178.6005382348553
941,2023-09-28,183.5022289928969,169.7408557938112,187.3261201658779,183.5022289928969,183.5022289928969,-5.194891612627883,-5.194891612627883,-5.194891612627883,-0.04858554653256744,-0.04858554653256744,-0.04858554653256744,-5.146306066095316,-5.146306066095316,-5.146306066095316,0.0,0.0,0.0,178.30733738026902
942,2023-09-29,183.61847852006272,168.84160605186753,186.7030653778547,183.61847852006272,183.61847852006272,-5.444889217454796,-5.444889217454796,-5.444889217454796,-0.1188592861861463,-0.1188592861861463,-0.1188592861861463,-5.326029931268651,-5.326029931268651,-5.326029931268651,0.0,0.0,0.0,178.17358930260792
943,2023-10-02,183.9672271015601,169.78215190593474,186.7070644730481,183.9672271015601,183.9672271015601,-5.442954105240368,-5.442954105240368,-5.442954105240368,0.1846593781267932,0.1846593781267932,0.1846593781267932,-5.627613483367162,-5.627613483367162,-5.627613483367162,0.0,0.0,0.0,178.52427299631972
944,2023-10-03,184.0834766287259,169.47835026836796,186.9730022400769,184.0834766287259,184.0834766287259,-5.613576779183783,-5.613576779183783,-5.613576779183783,0.04745281064825822,0.04745281064825822,0.04745281064825822,-5.661029589832041,-5.661029589832041,-5.661029589832041,0.0,0.0,0.0,178.46989984954212
945,2023-10-04,184.19972615589168,170.0137861861227,187.21617143679464,184.19972615589168,184.19972615589168,-5.531123841193931,-5.531123841193931,-5.531123841193931,0.13679359815400194,0.13679359815400194,0.13679359815400194,-5.667917439347934,-5.667917439347934,-5.667917439347934,0.0,0.0,0.0,178.66860231469775
946,2023-10-05,184.31597568305747,169.93022553674365,186.95616332790493,184.31597568305747,184.31597568305747,-5.701465604053725,-5.701465604053725,-5.701465604053725,-0.04858554653251206,-0.04858554653251206,-0.04858554653251206,-5.652880057521212,-5.652880057521212,-5.652880057521212,0.0,0.0,0.0,178.61451007900374
947,2023-10-06,184.43222521022327,169.57255095417082,187.45723102096167,184.43222521022327,184.43222521022327,-5.739492337506766,-5.739492337506766,-5.739492337506766,-0.11885928618573063,-0.11885928618573063,-0.11885928618573063,-5.620633051321036,-5.620633051321036,-5.620633051321036,0.0,0.0,0.0,178.6927328727165
948,2023-10-09,184.78097379172064,170.62007330896225,187.7688944983558,184.78097379172064,184.78097379172064,-5.2826100849723865,-5.2826100849723865,-5.2826100849723865,0.18465937812651978,0.18465937812651978,0.18465937812651978,-5.467269463098906,-5.467269463098906,-5.467269463098906,0.0,0.0,0.0,179.49836370674825
949,2023-10-10,184.89722331888643,170.36893656929016,187.73527402539887,184.89722331888643,184.89722331888643,-5.364481118679917,-5.364481118679917,-5.364481118679917,0.047452810648440626,0.047452810648440626,0.047452810648440626,-5.411933929328358,-5.411933929328358,-5.411933929328358,0.0,0.0,0.0,179.5327422002065
950,2023-10-11,185.01347284605225,171.48341239027056,188.55921604177087,185.01347284605225,185.01347284605225,-5.2242550376252845,-5.2242550376252845,-5.2242550376252845,0.13679359815344702,0.13679359815344702,0.13679359815344702,-5.361048635778731,-5.361048635778731,-5.361048635778731,0.0,0.0,0.0,179.78921780842697
951,2023-10-12,185.12972237321804,171.04779280555323,188.80668219099744,185.12972237321804,185.12972237321804,-5.366495087342392,-5.366495087342392,-5.366495087342392,-0.04858554653302483,-0.04858554653302483,-0.04858554653302483,-5.317909540809367,-5.317909540809367,-5.317909540809367,0.0,0.0,0.0,179.76322728587564
952,2023-10-13,185.2459719003838,171.48585846562787,188.51428158399742,185.2459719003838,185.2459719003838,-5.404149288717838,-5.404149288717838,-5.404149288717838,-0.11885928618559641,-0.11885928618559641,-0.11885928618559641,-5.285290002532243,-5.285290002532243,-5.285290002532243,0.0,0.0,0.0,179.84182261166598
953,2023-10-16,185.5947204818812,172.49813968260233,189.44217940596613,185.5947204818812,185.5947204818812,-5.084779375407178,-5.084779375407178,-5.084779375407178,0.184659378126611,0.184659378126611,0.184659378126611,-5.26943875353379,-5.26943875353379,-5.26943875353379,0.0,0.0,0.0,180.50994110647403
954,2023-10-17,185.710970009047,172.03102813734475,189.71620539760949,185.710970009047,185.710970009047,-5.247186595864223,-5.247186595864223,-5.247186595864223,0.047452810648293695,0.047452810648293695,0.047452810648293695,-5.294639406512517,-5.294639406512517,-5.294639406512517,0.0,0.0,0.0,180.46378341318277
955,2023-10-18,185.82721953621282,171.15366050216886,189.38268273395795,185.82721953621282,185.82721953621282,-5.198259182170061,-5.198259182170061,-5.198259182170061,0.1367935981537055,0.1367935981537055,0.1367935981537055,-5.3350527803237675,-5.3350527803237675,-5.3350527803237675,0.0,0.0,0.0,180.62896035404276
956,2023-10-19,185.9434690633786,171.2408530188305,189.34728119714688,185.9434690633786,185.9434690633786,-5.438309043140768,-5.438309043140768,-5.438309043140768,-0.048585546531994026,-0.048585546531994026,-0.048585546531994026,-5.389723496608774,-5.389723496608774,-5.389723496608774,0.0,0.0,0.0,180.5051600202378
957,2023-10-20,186.0597185905444,171.43292107109465,188.79125532886485,186.0597185905444,186.0597185905444,-5.575974104440631,-5.575974104440631,-5.575974104440631,-0.11885928618518073,-0.11885928618518073,-0.11885928618518073,-5.45711481825545,-5.45711481825545,-5.45711481825545,0.0,0.0,0.0,180.48374448610377
958,2023-10-23,186.40846717204178,172.40568223146812,190.12310639714832,186.40846717204178,186.40846717204178,-5.527986321136974,-5.527986321136974,-5.527986321136974,0.18465937812670227,0.18465937812670227,0.18465937812670227,-5.712645699263676,-5.712645699263676,-5.712645699263676,0.0,0.0,0.0,180.8804808509048
959,2023-10-24,186.52471669920757,172.40863541048023,189.3264088611324,186.52471669920757,186.52471669920757,-5.758444570304901,-5.758444570304901,-5.758444570304901,0.04745281064842021,0.04745281064842021,0.04745281064842021,-5.805897380953321,-5.805897380953321,-5.805897380953321,0.0,0.0,0.0,180.76627212890267
960,2023-10-25,186.64096622637337,172.3140724995924,189.62834958227936,186.64096622637337,186.64096622637337,-5.760790193559526,-5.760790193559526,-5.760790193559526,0.13679359815396394,0.13679359815396394,0.13679359815396394,-5.8975837917134895,-5.8975837917134895,-5.8975837917134895,0.0,0.0,0.0,180.88017603281384
961,2023-10-26,186.75721575353916,171.96757492823485,190.09128104215975,186.75721575353916,186.75721575353916,-6.032666706863205,-6.032666706863205,-6.032666706863205,-0.04858554653250679,-0.04858554653250679,-0.04858554653250679,-5.984081160330699,-5.984081160330699,-5.984081160330699,0.0,0.0,0.0,180.72454904667595
962,2023-10-27,186.87346528070495,171.56244601429395,189.76452814392752,186.87346528070495,186.87346528070495,-6.180580963502839,-6.180580963502839,-6.180580963502839,-0.11885928618538213,-0.11885928618538213,-0.11885928618538213,-6.061721677317458,-6.061721677317458,-6.061721677317458,0.0,0.0,0.0,180.6928843172021
963,2023-10-30,187.22221386220232,173.49027850442383,190.53977409908052,187.22221386220232,187.22221386220232,-6.021466491930459,-6.021466491930459,-6.021466491930459,0.1846593781267935,0.1846593781267935,0.1846593781267935,-6.206125870057252,-6.206125870057252,-6.206125870057252,0.0,0.0,0.0,181.20074737027187
964,2023-10-31,187.33846338936814,172.4818679914167,189.4742425913143,187.33846338936814,187.33846338936814,-6.166565529902611,-6.166565529902611,-6.166565529902611,0.047452810648273294,0.047452810648273294,0.047452810648273294,-6.214018340550883,-6.214018340550883,-6.214018340550883,0.0,0.0,0.0,181.17189785946553
965,2023-11-01,187.45471291653394,172.56090793217155,190.08578802955043,187.45471291653394,187.45471291653394,-6.060437690730488,-6.060437690730488,-6.060437690730488,0.13679359815340905,0.13679359815340905,0.13679359815340905,-6.197231288883897,-6.197231288883897,-6.197231288883897,0.0,0.0,0.0,181.39427522580345
966,2023-11-02,187.5709624436997,172.43744397500723,190.16636042339675,187.5709624436997,187.5709624436997,-6.202246317073439,-6.202246317073439,-6.202246317073439,-0.048585546531883246,-0.048585546531883246,-0.048585546531883246,-6.153660770541555,-6.153660770541555,-6.153660770541555,0.0,0.0,0.0,181.36871612662625
967,2023-11-03,187.68721197086552,172.77733585251445,190.24598515278248,187.68721197086552,187.68721197086552,-6.200559778738939,-6.200559778738939,-6.200559778738939,-0.11885928618558357,-0.11885928618558357,-0.11885928618558357,-6.081700492553356,-6.081700492553356,-6.081700492553356,0.0,0.0,0.0,181.48665219212657
968,2023-11-06,188.0359605523629,173.92368679029056,191.1396960001563,188.0359605523629,188.0359605523629,-5.502940041385526,-5.502940041385526,-5.502940041385526,0.1846593781267748,0.1846593781267748,0.1846593781267748,-5.687599419512301,-5.687599419512301,-5.687599419512301,0.0,0.0,0.0,182.53302051097737
